Fisher, Eddie	Eddie Fisher	Beautiful Things	1952	Beastie Boys	Get it Together	Ill Communication	1994	other
Parliament	Gloryhallastoopid	The Freeze	1979	Ice Cube	Look Who's Burnin'	Death Certificate	1991	soul/funk/r&b
Parliament	Gloryhallastoopid	Colour Me Funky	1979	Above the Law	Harda U R Tha Doppa U Faal	Black Mafia Life - The Album	1993	soul/funk/r&b
Parliament	Gloryhallastoopid	Colour Me Funky	1979	Above the Law	Who Ryde	Uncle Sam's Curse	1994	soul/funk/r&b
Parliament	Gloryhallastoopid	Colour Me Funky	1979	Del	Pissin' on Your Steps	I Wish My Brother George Was Here	1991	soul/funk/r&b
Parliament	Gloryhallastoopid	Colour Me Funky	1979	Dr. Dre	Roach Intro	The Chronic	1992	soul/funk/r&b
Parliament	Gloryhallastoopid	Colour Me Funky	1979	Digital Underground	Dope-A-Delic	The Body Hat Syndrome	1993	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Above the Law	V.S.O.P.	Black Mafia Life - The Album	1993	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Digital Underground	Same Song	This Is An EP Release	1991	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Erick Sermon	Do it Up	Def Squad Presents Erick Onasis	2000	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Ice Cube	Steady Mobbin'	Greatest Hits	2001	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Kausion	What You Wanna Do	South Central............Los Skanless	1995	soul/funk/r&b
Parliament	Gloryhallastoopid	Theme from the Black Hole	1979	Redman	Blow Your Mind	Whut ? Thee Album	1992	soul/funk/r&b
Pendergrass, Teddy	Life is a Song Worth Singing	Close the Door	1979	Big Daddy Kane	In the PJs	Daddy's Home	1994	soul/funk/r&b
Pendergrass, Teddy	Life is a Song Worth Singing	Close the Door	1979	Compton's Most Wanted	Can I Kill It?	Straight Checkn 'Em?	1991	soul/funk/r&b
Pendergrass, Teddy	Life is a Song Worth Singing	Close the Door	1979	Keith Murray	Get Lifted	The Most Beautifullest Thing In This World	1994	soul/funk/r&b
Pendergrass, Teddy	Teddy	Come Go with Me	1979	Mad Lion	Double Trouble	Real Ting	1995	soul/funk/r&b
Pendergrass, Teddy	Teddy	Come Go with Me	1979	Shaggy	Why You Treat Me So Bad	Boombastic	1995	soul/funk/r&b
Pleasure	Future Now	Thoughts of Old Flames	1979	Rakim	Remember That	The 18th Letter (Disc 1)	1997	soul/funk/r&b
Positive Force	single	We Got the Funk	1979	Eric B & Rakim	Let the Rhythm Hit 'Em	The 18th Letter - The Book of Life	1997	soul/funk/r&b
Positive Force	single	We Got the Funk	1979	Jamiroquai	Little L	A Funk Odyssey	2001	soul/funk/r&b
Prince	Prince	I Wanna Be Your Lover	1979	DJ Quik	Safe + Sound	Safe &#038; Sound	1998	soul/funk/r&b
Prince	Prince	I Wanna Be Your Lover	1979	Nice & Smooth	Sky's the Limit	Jewel Of The Nile	1994	soul/funk/r&b
Riperton, Minnie	Minnie	Light My Fire	1979	Dynamic Syncopation	Ground Zero	Dynanism	1999	soul/funk/r&b
Riperton, Minnie	Minnie	Memory Lane	1979	Junior MAFIA	Player's Anthem	Conspiracy	1995	soul/funk/r&b
Robinson, Smokey & the Miracles	Where There's Smoke	Cruisin'	1979	Coolio	Cruisin'	Gansta's Paradise	1995	soul/funk/r&b
Rushen, Patrice	Pizzazz	Settle for My Love	1979	Shyheim	Shaolin Style	The Lost Generation	1996	soul/funk/r&b
Rushen, Patrice	Pizzazz	Settle for My Love	1979	Trina and Tamara	Settle for My Love	Trina &#038; Tamara	1997	soul/funk/r&b
Rushen, Patrice	Pizzazz	Givin' it up is Givin' Up	1979	De la Soul	Millie Pulled a Pistol on Santa	De La Soul Is Dead	1991	soul/funk/r&b
Scales, Harvey	Hotfoot: A Funque Dizco Opera	Dancing Room Only	1979	Beastie Boys	Shake Your Rump	The Sounds Of Science (Disc 1)	1999	soul/funk/r&b
Scales, Harvey	Hotfoot: A Funque Dizco Opera	Dancing Room Only	1979	Soul II Soul	Back to Life	1989 Keep On Movin'	1989	soul/funk/r&b
Sister Sledge	We are Family	He's the Greatest Dancer	1979	Big Daddy Kane	The House that Cee Built	It's a Big Daddy Thing	1989	soul/funk/r&b
Sister Sledge	We are Family	He's the Greatest Dancer	1979	Will Smith	Gettin' Jiggy wit' It	Big Willie Style	1997	soul/funk/r&b
Slave	Just a Touch of Love	Just a Touch of Love	1979	De la Soul	Keepin' the Faith	De La Soul Is Dead	1991	soul/funk/r&b
Slave	Just a Touch of Love	Just a Touch of Love	1979	Keith Sweat	Just a Touch	Keith Sweat	1996	soul/funk/r&b
Slave	Just a Touch of Love	Just a Touch of Love	1979	Keith Sweat	Just a Touch	Keith Sweat	1996	soul/funk/r&b
Sly & the Family Stone (Stone, Sly)	Back on the Right Track	Remember Who You Are	1979	A Tribe Called Quest	After Hours	People's Instinctive Travels And Paths Of Rhythm	1990	soul/funk/r&b
Undisputed Truth	Smokin'	Spaced Out	1979	Redman	Journey Throo Da Darkside	Dare Iz A Darkside	1994	soul/funk/r&b
Undisputed Truth	Smokin'	Space Machine	1979	Def Squad	Check N' Me Out	El Niño	1998	soul/funk/r&b
Wansel, Dexter	Time is Slipping Away	The Sweetest Pain	1979	DJ Cam	Dieu Reconnaitra Les Siens	Mad Blunted Jazz (Disc 1)	1996	soul/funk/r&b
Wansel, Dexter	Time is Slipping Away	The Sweetest Pain	1979	Global Communication	The Way	The Way/The Deep	1996	soul/funk/r&b
Wansel, Dexter	Time is Slipping Away	New Beginning	1979	The LOX	Money, Power & Respect	Money, Power &#038; Respect	1998	soul/funk/r&b
Ward, Anita	Songs of Love	Ring My Bell	1979	DJ Jazzy Jeff & the Fresh Prince	Ring My Bell	Greatest Hits	1998	soul/funk/r&b
Whispers, The	The Whispers	And the Beat Goes On	1979	Chubb Rock	My Brother	I Gotta Get Mine Yo?	1992	soul/funk/r&b
Whispers, The	The Whispers	And the Beat Goes On	1979	Will Smith	Miami	Big Willie Style	1997	soul/funk/r&b
White, Barry	The Message is Love	You're the One I Need	1979	Big Daddy Kane	Lyrical Gymnastics	Daddy's Home	1994	soul/funk/r&b
Alpert, Herb	Rise	Rise	1979	Notorious BIG	Hypnotize	Rap Phenomenon	2003	jazz
Blakey, Art (& the Jazz Messengers)	Reflections in Blue	Stretching	1979	Digable Planets	Escapism (Gettin' Free)	Reachin' (A New Refutation Of Time And Space)	1993	jazz
Da Costa, Paulinho	Happy People	Love Till the End of Time	1979	Black Eyed Peas	Joints & Jams	Behind The Front	1998	jazz
Dudziak, Urszula	Future Talk	By Myself	1979	Q-Tip	Breathe and Stop	Amplified	1999	jazz
Duke, George	Master of the Game	I Love You More	1979	Daft Punk	Digital Love	Discovery	2001	jazz
Hubbard, Freddie	The Love Connection	Little Sunflower	1979	A Tribe Called Quest	The Love	The Love Movement	1998	jazz
Humphrey, Paul - Manne, Shelly - Bobo, Willie - Bellson, Louis	The Drum Session	Super Mellow	1979	Alanis Morissette	Hands Clean	Hands Clean (Single)	2001	jazz
Humphrey, Paul - Manne, Shelly - Bobo, Willie - Bellson, Louis	The Drum Session	Super Mellow	1979	Beastie Boys	Shake Your Rump	The Sounds Of Science (Disc 1)	1999	jazz
James, Bob	Lucky Seven	Look-Alike	1979	Geto Boys	Gangsta (Put Me Down)	Greatest Hits	2002	jazz
James, Bob	Lucky Seven	Look-Alike	1979	Pete Rock	Play Dis Only at Night	Petestrumentals	2001	jazz
James, Bob & Klugh, Earl	One on One	Love Lips	1979	Onyx	Last Dayz	All We Got Iz Us	1996	jazz
Lindup, David	Small Band Jazz	African Assignment	1979	Dilated Peoples	Heavy Rotation	Expansion Team	2001	jazz
Lorber, Jeff Fusion	Water Sign	Rain Dance	1979	Erykah Badu	On and On	Mama's Gun	2001	jazz
Lorber, Jeff Fusion	Water Sign	Rain Dance	1979	Lil' Kim	Crush on You	Hard Core	1996	jazz
Lorber, Jeff Fusion	Water Sign	Rain Dance	1979	MC Eiht	Me & My Bitch	We Come Strapped	1994	jazz
Lorber, Jeff Fusion	Water Sign	Rain Dance	1979	SWV	Love Like This	Release Some Tension	1997	jazz
Loussier, Jacques	Pulsion	Pulsion	1979	Eminem	Kill You	The Marshall Mathers LP	2000	jazz
Peacock, Annette	Perfect Dreams: Perfect Release	Survival	1979	J-Live	Braggin' Writes	Best Part	2001	jazz
Smith, Lonnie Liston	Dreams of Tomorrow	Garden of Peace	1979	Jay-Z	Dead Presidents	Reasonable Doubt	1996	jazz
Smith, Lonnie Liston	Dreams of Tomorrow	Garden of Peace	1979	Jay-Z	Dead Presidents II	Reasonable Doubt	1996	jazz
Smith, Lonnie Liston	Dreams of Tomorrow	Garden of Peace	1979	OC	You and Yours	Jewelz	1997	jazz
Tjader, Cal	Here	Morning	1979	InI	No More Words	Center Of Attention	1996	jazz
Wilson, Daly Big Band	The Exciting	Dirty Feet	1979	Mobb Deep	Shook Ones pt II	The Infamous	1995	jazz
April Wine	Harder. . . Faster	Say Hello	1979	Themselves	Hat in the Wind	The No Music .	2002	rock/pop
Bee Gees	Spirits Having Flown	Love You Inside Out	1979	Total	When Boy Meets Girl	Total	1996	rock/pop
Bee Gees	Spirits Having Flown	Too Much Heaven	1979	Nana	Too Much Heaven	Father	1998	rock/pop
Clash, The	London Calling	The Guns of Brixton	1979	Beats International	Dub Be Good to Me	Let Them Eat Bingo	1990	rock/pop
Clash, The	London Calling	Train in Vain	1979	Garbage	Stupid Girl	Garbage	1995	rock/pop
Clash, The	London Calling	London Calling	1979	Sublime	Chick on My Tip	Second Hand Smoke	1997	rock/pop
Cure, The	Boys Don't Cry	10:15 Saturday Night	1979	Massive Attack	Man Next Door	Mezzanine	1998	rock/pop
Eagles	The Long Run	Those Shoes	1979	Beastie Boys	High Plains Drifter	Paul's Boutique	1989	rock/pop
Eagles	The Long Run	Those Shoes	1979	Eric B & Rakim	Eric B Never Scared	Follow The Leader	1988	rock/pop
Holmes, Rupert	Partners in Crime	Answering Machine	1979	DJ Vadim	The Nuisance Caller	U.S.S.R. Repertoire (The Theory Of Verticality)	1996	rock/pop
Jackson, Joe	I'm the Man	Being Boiled	1979	GZA	Cold World	Liquid Swords	1995	rock/pop
Jefferson Starship	Freedom at Point Zero	Rock Music	1979	Boogie Down Productions	Illegal Business	By All Means Necessary	1988	rock/pop
Knack, The	Get the Knack	My Sharona	1979	Everlast	I Got the Knack	Forever Everlasting	1990	rock/pop
Knack, The	Get the Knack	My Sharona	1979	Run-DMC	It's Tricky	Raising Hell	1986	rock/pop
Loggins, Kenny	Keep the Fire	This is It	1979	Nas	We Will Survive	I Am...	1999	rock/pop
M	New York--London--Paris--Munich	Pop Muzik	1979	U2	Pop Muzik	Last Night On Earth	1997	rock/pop
Madness	One Step Beyond	One Step Beyond	1979	DJ Spinna	Watch Dees	Heavy Beats Vol.1	2001	rock/pop
McCartney, Paul (& Wings)	Back to the Egg	Wonderful Christmas Time	1979	De la Soul	Simply Havin'	AOI: Bionix	2001	rock/pop
Numan, Gary	The Pleasure Principle	Cars	1979	Armand Van Helden	Koochy	Killing Puritans	2000	rock/pop
Numan, Gary	The Pleasure Principle	Cars	1979	Sir Mix-A-Lot	Rippin'	Swass	1988	rock/pop
Numan, Gary	The Pleasure Principle	M.E.	1979	Basement Jaxx	Where's Your Head At?	Rooty	2001	rock/pop
Pink Floyd	The Wall	Another Brick in the wall p2	1979	D12	Revelation	Devil's Night	2001	rock/pop
Schaffer, Janne	Earmeal	It's Never Too Late	1979	Lady of Rage	Super Supreme	Necessary Roughness	1997	rock/pop
Sweet, Rachel	Fool Around	It's So Different Here	1979	Beatnuts	We Got the Funk	Classic Nuts Vol. 1	2002	rock/pop
Tubeway Army	Replicas	Are 'Friends' Electric?	1979	Sugarbabes	Freak Like Me	2 In 1	2002	rock/pop
Village People	Go West	Go West	1979	Pet Shop Boys	Go West	Very	1993	rock/pop
Pablo, Augustus	Original Rockers	Up Wareika Hill	1979	Saint Etienne	Calico	So Tough	1993	other
U-Roy	With Version of Wisdom	Tom Drunk	1979	Wyclef Jean	Perfect Gentleman	The Ecleftic	2000	other
White, K.C.	Rebel Music	Anywhere but Nowhere	1979	Beastie Boys	Funky Boss	Check Your Head	1992	other
Blow, Kurtis	single	Christmas Rappin'	1979	Above the Law	4 the Funk of It	Vocally Pimpin' [EP]	1991	other
Blow, Kurtis	single	Christmas Rappin'	1979	Beastie Boys	Hold it Now, Hit It	Licensed To Ill	1986	other
Blow, Kurtis	single	Christmas Rappin'	1979	Def Squad	The Game (Freestyle)	El Niño	1998	other
Blow, Kurtis	single	Christmas Rappin'	1979	Next	Too Close	Rated Next	1997	other
Blow, Kurtis	single	Christmas Rappin'	1979	Public Enemy	Night of the Living Baseheads	It Takes A Nation Of Millions To Hold Us Back	1988	other
Spicer, Jimmy	single	Adventures of Super Rhymes	1979	De la Soul	Supa Emcees	Stakes Is High	1996	other
Spicer, Jimmy	single	Adventures of Super Rhymes	1979	Jungle Brothers	Beyond this World	Done By The Forces Of Nature	1989	other
Spicer, Jimmy	single	Adventures of Super Rhymes	1979	Warren G	This DJ	Regulate...G Funk Era	1994	other
Spicer, Jimmy	single	Dollar Bill Yall	1979	Mary J. Blige	Be Happy	My Life	1994	other
Spicer, Jimmy	single	Dollar Bill Yall	1979	De la Soul	Bitties in the BK Lounge	De La Soul Is Dead	1991	other
Spicer, Jimmy	single	The Bubble Bunch	1979	Busta Rhymes	Do the Bus a Bus	E.L.E. (Extinction Level Event): The Final World Front	1998	other
Mannheim Steamroller	Fresh Aire III	The Sky	1979	Jill Scott	Sweet Justice	Experience: Jill Scott 826&#043; [Live] (Disc 2)	2001	other
Disney	Mickey Mouse Disco	It's a Small World	1979	Fatboy Slim	Praise You	You've Come a Long Way Baby	1998	other
Blades, Ruben	Bohemio Y Poeta	Juan Pachanga	1979	Plaid	Scoobs/Scoobs in Columbia	Trainer	2000	other
A Taste of Honey	Twice as Sweet	Rescue Me	1980	Two Kings in a Cipher	Movin' on 'Em	From Pyramids To Projects	1991	soul/funk/r&b
Birdsong, Edwin	single	Rapper Dapper Snapper	1980	De la Soul	Me, Myself and I	3 Feet High And Rising	1989	soul/funk/r&b
Bootsy's Rubber Band, (Collins, William "Bootsy")	Ultra Wave	Fat Cat	1980	Above the Law	Pimp Clinic	Black Mafia Life - The Album	1993	soul/funk/r&b
Bootsy's Rubber Band, (Collins, William "Bootsy")	Ultra Wave	It's a Musical	1980	Freestyle Fellowship	Bullies of the Block	Innercity Griots	1993	soul/funk/r&b
Bootsy's Rubber Band, (Collins, William "Bootsy")	Ultra Wave	It's a Musical	1980	Sons of Bazerk	Bang (Get Down, Get Down)!	Featuring No Self Control And The Band	1991	soul/funk/r&b
Cameo	Cameosis	Shake Your Pants	1980	Beastie Boys	Hey Ladies	The Sounds Of Science (Disc 2)	1999	soul/funk/r&b
Cameo	Cameosis	Why Have I Lost You	1980	Bone Thugs-N-Harmony	Blaze It	The Art Of War (Disc 2)	1997	soul/funk/r&b
Carlton, Carl	Carl Carlton	This Feelings Rated X-tra	1980	MC Eiht	All for the Money	We Come Strapped	1994	soul/funk/r&b
Change	The Glow of Love	The Glow of Love	1980	AZ	Just Because	Pieces Of A Man	1998	soul/funk/r&b
Change	The Glow of Love	The Glow of Love	1980	Aretha Franklin	Here We Go Again	A Rose Is Still A Rose	1998	soul/funk/r&b
Change	The Glow of Love	The Glow of Love	1980	Black Sheep	Strobelite Honey	A Wolf In Sheep's Clothing	1991	soul/funk/r&b
Change	The Glow of Love	The Glow of Love	1980	Janet Jackson	All for You	All For You	2001	soul/funk/r&b
Chic	Real People	You Can't Do it Alone	1980	Basement Jaxx	Just 1 Kiss	Basement Jaxx - Greatest Hits	2002	soul/funk/r&b
Day, Jeanette 'Lady'	single	Come Let Me Love You	1980	Beastie Boys	Hey Ladies	The Sounds Of Science (Disc 2)	1999	soul/funk/r&b
Dynasty	Adventures in the Land of Music	Adventures in the Land of Music	1980	Camp Lo	Luchini	Uptown Saturday Night	1997	soul/funk/r&b
Fatback (Band, The)	Hot Box	Gotta Get My Hands on Some (Money)	1980	WC	Cheddar	The Shadiest One	1998	soul/funk/r&b
Fatback (Band, The)	Hot Box	Backstrokin'	1980	Above the Law	V.S.O.P.	Black Mafia Life - The Album	1993	soul/funk/r&b
Flack, Roberta	Roberta Flack ft Donny Hathaway	Back Together Again	1980	Biz Markie	Spring Again	Biz'S Baddest Beats	1995	soul/funk/r&b
Gap Band	Gap Band III	Yearning for Your Love	1980	A Tribe Called Quest	Pad & Pen	The Love Movement	1998	soul/funk/r&b
Gap Band	Gap Band III	Yearning for Your Love	1980	Pharcyde	Runnin'	Labcabincalifornia	1995	soul/funk/r&b
Gap Band	Gap Band III	Yearning for Your Love	1980	Slum Village	5 Ela (Remix)	Fan-Tas-Tic, Vol. 1	1996	soul/funk/r&b
Gap Band	Gap Band III	Nothing Comes to Sleepers	1980	Bumble BHE	Wake up from an Amerikkkan Dream	Pain	1992	soul/funk/r&b
Horne, Jimmy Bo	The Best of Jimmy Bo Horne	Is it In	1980	Jungle Brothers	Beyond this World	Done By The Forces Of Nature	1989	soul/funk/r&b
Horne, Jimmy Bo	The Best of Jimmy Bo Horne	Is it In	1980	Kasino	Nasty Girl	Pretty Boy Thug	2003	soul/funk/r&b
Jackson 5 / Jacksons, The	Triumph	Heartbreak Hotel	1980	Heavy D	Peaceful Journey	Peaceful Journey	1991	soul/funk/r&b
Jackson 5 / Jacksons, The	Triumph	Heartbreak Hotel	1980	Quo	Quo Funk	Quo	1994	soul/funk/r&b
Jackson 5 / Jacksons, The	Triumph	Can You Feel It	1980	Tamperer	Feel It	Feel It (Single)	1998	soul/funk/r&b
Johnson, Al	Back for More	I'm Back for More	1980	Will Smith	Just Cruisin'	Will Smith - Greatest Hits	2002	soul/funk/r&b
Jones Girls	At Peace with Woman	Dance Turn into Romance	1980	Yvette Michelle	Crazy	My Dream	1997	soul/funk/r&b
Lakeside	Fantastic Voyage	Fantastic Voyage	1980	Coolio	Fantastic Voyage	It Takes a Thief	1994	soul/funk/r&b
Lakeside	Fantastic Voyage	Fantastic Voyage	1980	Gospel Gangstas	Gospel Gangstas' Voyage	Gang Affiliated	1994	soul/funk/r&b
Mayfield, Curtis	Something to Believe In	Tripping Out	1980	Camp Lo	Black Nostaljack	Uptown Saturday Night	1997	soul/funk/r&b
Maze,	Joy and Pain	Joy & Pain	1980	A Tribe Called Quest	Go Ahead in the Rain	People's Instinctive Travels And Paths Of Rhythm	1990	other
Maze,	Joy and Pain	Joy & Pain	1980	MC Solaar	Galaktika	Le Tour De La Question (Disc 2)	1998	other
Maze,	Joy and Pain	Joy & Pain	1980	Rob Base & DJ EZ Rock	Joy & Pain	It Takes Two	1988	other
Parliament	Trombipulation	Trombipulation	1980	Digital Underground	Dope-A-Delic	The Body Hat Syndrome	1993	soul/funk/r&b
Parliament	Trombipulation	Let's Play House	1980	Digital Underground	The Humpty Dance	Sex Packets	1990	soul/funk/r&b
Pendergrass, Teddy	T.P.	Love T.K.O.	1980	Compton's Most Wanted	Can I Kill It?	Straight Checkn 'Em?	1991	soul/funk/r&b
Pendergrass, Teddy	T.P.	Love T.K.O.	1980	Total	Spend Some Time	Total	1996	soul/funk/r&b
Pendergrass, Teddy	T.P.	Love T.K.O.	1980	Xscape	Who Can I Run To?	Off The Hook	1995	soul/funk/r&b
Pendergrass, Teddy	T.P.	Can't We Try?	1980	Ghostface Killah	Camay	Ironman	1996	soul/funk/r&b
Raydio	Two Places at the Same Time	For Those Who Like to Groove	1980	Slick Rick	Sittin' in My Car	Behind Bars	1994	soul/funk/r&b
Raydio	Two Places at the Same Time	Tonight's the Night	1980	Redman	Tonight's da Night	Whut ? Thee Album	1992	soul/funk/r&b
Riperton, Minnie	Love Lives Forever	Here We Go	1980	AZ	Gimme Yours	Doe Or Die	1995	soul/funk/r&b
Ross, Diana	Diana	Upside Down	1980	Will Smith	Freakin' It	Willennium	2000	soul/funk/r&b
Ross, Diana	Diana	I'm Coming Out	1980	Notorious BIG	Mo Money, Mo Problems	Mo Money Mo Problems	1997	soul/funk/r&b
Rushen, Patrice	single	Never Gonna Give You Up (Won't Let You Be)	1980	Ice Cube	Clubbin'	Greatest Hits	2001	soul/funk/r&b
Russell, Brenda	Brenda Russell	A Little Bit of Love	1980	Big Punisher	Still Not a Player	Capital Punishment	1998	soul/funk/r&b
S.O.S. Band	S.O.S.	Take Your Time Do it Right	1980	Black Sheep	Strobelite Honey	A Wolf In Sheep's Clothing	1991	soul/funk/r&b
S.O.S. Band	S.O.S.	Take Your Time Do it Right	1980	Coolio	Let's Do It	My Soul	1997	soul/funk/r&b
Scott-Heron, Gil & Jackson, Brian	Real Eyes	A Legend in his Own Mind	1980	Phife	Beats Rhymes & Phife	Phife Dawg - Ventilation­Da LP	2000	soul/funk/r&b
Slave	Stone Jam	Watchin' You	1980	Black Flames	Watching You	The Black Flames	1990	soul/funk/r&b
Slave	Stone Jam	Watchin' You	1980	EPMD	Never Seen Before	Back In Business	1997	soul/funk/r&b
Slave	Stone Jam	Watchin' You	1980	Snoop Dogg	Gin and Juice	Doggystyle	1993	soul/funk/r&b
Smith, Frankie	Double Dutch Bus	Double Dutch Bus	1980	Missy Elliot	Work It	Under Construction	2002	soul/funk/r&b
Striplin, Sylvia	Give Me Your Love	You Can't Turn Me Away	1980	Assorted Phlavors	Make up Your Mind	Assorted Phlavors	1996	soul/funk/r&b
Striplin, Sylvia	Give Me Your Love	You Can't Turn Me Away	1980	Junior MAFIA	Get Money	Conspiracy	1995	soul/funk/r&b
Striplin, Sylvia	Give Me Your Love	You Can't Turn Me Away	1980	Naughty by Nature	Hip Hop Hooray	Nature's Finest	1995	soul/funk/r&b
Striplin, Sylvia	Give Me Your Love	Give Me Your Love	1980	Armand Van Helden	Full Moon	Killing Puritans	2000	soul/funk/r&b
Stylistics, The	Hurry up this Way Again	Hurry up this Way Again	1980	Jay-Z	Politics as Usual	Reasonable Doubt	1996	soul/funk/r&b
T.S. Monk	House of Music	Bon Bon Vie	1980	Above the Law	Gs & Macaronies	Black Mafia Life - The Album	1993	soul/funk/r&b
T.S. Monk	House of Music	Bon Bon Vie	1980	Kris Kross	Warm it Up	Totally Krossed Out	1992	soul/funk/r&b
T.S. Monk	House of Music	Bon Bon Vie	1980	Public Enemy	Welcome to the Terrordome	Fear Of A Black Planet	1990	soul/funk/r&b
Unlimited Touch	Unlimited Touch	I Hear Music in the Streets	1980	Biz Markie	I Hear Music	The Best Of Cold Chillin'	2000	soul/funk/r&b
Unlimited Touch	Unlimited Touch	I Hear Music in the Streets	1980	Faith Evans	All Night Long	Keep The Faith	1998	soul/funk/r&b
Wild Sugar	single	Bring it Here	1980	Beastie Boys	Brass Monkey	Licensed To Ill	1986	soul/funk/r&b
Wonder, Stevie	Hotter than July	Rocket Love	1980	Genius	Cold World	Liquid Swords	1995	soul/funk/r&b
Wonder, Stevie	Hotter than July	Lately	1980	Jodeci	Lately	Uptown MTV Unplugged	1993	soul/funk/r&b
Yarborough & Peoples	The Two of Us	Don't Stop the Music	1980	Kwame	Nastee	Nastee	1992	soul/funk/r&b
Yarborough & Peoples	The Two of Us	Don't Stop the Music	1980	Nuttin' Nyce	Froggy Style	Down 4 Whateva...	1995	soul/funk/r&b
Young & Company	single	I Like What You're Doing to Me	1980	Black Sheep	Strobelite Honey	A Wolf In Sheep's Clothing	1991	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Brotha Lynch Hung	Had 2 Gat Ya	24 Deep	1993	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Compton's Most Wanted	Growin' up in the 'Hood	Straight Checkn 'Em?	1991	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Compton's Most Wanted	Hit the Floor	Music To Driveby	2002	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Coolio	County Line	It Takes a Thief	1994	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	DJ Quik	Way 2 Fonky	Way 2 Fonky	1998	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Digital Underground	Shake and Bake	The Body Hat Syndrome	1993	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Digital Underground	Sons of the P	Sons Of The P	1991	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	EPMD	You Gots to Chill	Strictly Business	1988	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Ice Cube	Jackin' for Beats	Greatest Hits	2001	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Ice Cube	Look Who's Burnin'	Death Certificate	1991	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Ice Cube	What Can I Do?	Greatest Hits	2001	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Insane Clown Posse	Dog Beats	Forgotten Freshness Vol. 2	1998	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Kris Kross	Shame	Totally Krossed Out	1992	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Public Enemy	1 Million Bottlebags	Apocalypse 91...The Enemy Strikes Black	1991	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Redman	So Ruff	Whut ? Thee Album	1992	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Snoop Dogg	Snoop Bounce	Tha Doggfather	1996	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Volume 10	Pistolgrip Pump	Hip-Hopera	1994	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	Wu-Tang Clan	Method Man	Enter The Wu-Tang (36 Chambers)	1993	soul/funk/r&b
Zapp	Zapp	More Bounce to the Ounce	1980	X-Clan	Heed the Words of a Brother	To The East, Blackwards	1990	soul/funk/r&b
Zapp	Zapp	Be Alright	1980	Da Brat	Let's All Get High	Anuthatantrum	1996	soul/funk/r&b
Zapp	Zapp	Be Alright	1980	H-Town	Knockin' the Boots	Fever For Da Flavor	1993	soul/funk/r&b
Zapp	Zapp	Be Alright	1980	Keith Murray	Danger	The Most Beautifullest Thing In This World	1994	soul/funk/r&b
Zapp	Zapp	Coming Home	1980	Professor Griff	Jail Sale	Kao's II Wiz*7*Dome	1991	soul/funk/r&b
Ayers, Roy (Ubiquity)	No Stranger to Love	No Stranger to Love	1980	Jill Scott	Watching Me	Who Is Jill Scott? (Words And Sounds Vol. 1)	2000	jazz
Benson, George	Give Me the Night	Love X Love	1980	Zhane	Vibe	Pronounced Jah-Nay	1994	jazz
Franklin, Rodney	You'll Never Know	The Watcher	1980	A Tribe Called Quest	Word Play	Beats Rhymes &#038; Life	1996	jazz
Grusin, Dave	Mountain Dance	Either Way	1980	Notorious BIG	Everyday Struggle	Ready To Die	1994	jazz
Juris, Vic	Horizon Drive	Horizon Drive	1980	Lootpack	New Year's Resolution	Soundpieces: Da Antidote!	1999	jazz
Lorber, Jeff Fusion	Galaxian	Night Love	1980	Jay-Z	Who You Wit?	In My Lifetime, Vol. 1	1997	jazz
Lorber, Jeff Fusion	Galaxian	Night Love	1980	Jay-Z	Who You Wit? II	In My Lifetime, Vol. 1	1997	jazz
Pieces of a Dream	We are One	Mt. Airy Groove	1980	Kool G Rap	Trilogy of Terror	Road To The Riches	1989	jazz
Washington, Grover, Jr.	Winelight	Just the Two of Us	1980	Eminem	Just the Two of Us	Slim Shady EP	1997	jazz
Washington, Grover, Jr.	Winelight	Just the Two of Us	1980	Nice & Smooth	No Bones	Jewel Of The Nile	1994	jazz
